 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31447" , "Religiousness is related to quality of life in patients with ALS" , "2003" , "Felgoise - S. H." , "Neurology" , "9" , "60" , "1527--1529" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000058767.05265.f3" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31447" , "Religiousness is related to quality of life in patients with ALS" , "2003" , "Simmons - Z." , "Neurology" , "9" , "60" , "1527--1529" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000058767.05265.f3" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31460" , "Quality of life in ALS is maintained as physical function declines" , "2001" , "Robbins - R.A." , "Neurology" , "4" , "56" , "442--444" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.56.4.442" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31460" , "Quality of life in ALS is maintained as physical function declines" , "2001" , "Simmons - Z." , "Neurology" , "4" , "56" , "442--444" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.56.4.442" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224898" , "Emotional granularity and borderline personality disorder." , "2011" , "Hofmann - Stefan G." , "Journal of Abnormal Psychology" , "2" , "120" , "414--426" , "American Psychological Association (APA)" , "10.1037/a0021808" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3689667" , "One for All?" , "2011" , "Kaiser - Florian G." , "European Psychologist" , "4" , "16" , "324--333" , "Hogrefe & Huber" , "10.1027/1016-9040/a000032" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224772" , "Assessing mental health and psychosocial status in communities exposed to traumatic events: Sri Lanka as an example." , "2008" , "Fernando - Gaithri A." , "American Journal of Orthopsychiatry" , "2" , "78" , "229--239" , "American Psychological Association (APA)" , "10.1037/a0013940" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Santangelo - Philip" , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Reinhard - Iris" , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Mussgay - Lutz" , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Steil - Regina" , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Sawitzki - Günther" , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Klein - Christoph" , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Trull - Timothy J." , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Bohus - Martin" , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224832" , "Specificity of affective instability in patients with borderline personality disorder compared to posttraumatic stress disorder, bulimia nervosa, and healthy controls." , "2014" , "Ebner-Priemer - Ulrich W." , "Journal of Abnormal Psychology" , "1" , "123" , "258--272" , "American Psychological Association (APA)" , "10.1037/a0035619" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Ebner-Priemer - Ulrich W." , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Houben - Marlies" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Santangelo - Philip" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Kleindienst - Nikolaus" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Tuerlinckx - Francis" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Oravecz - Zita" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Verleysen - Gregory" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Van Deun - Katrijn" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Bohus - Martin" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224835" , "Unraveling affective dysregulation in borderline personality disorder: A theoretical model and empirical evidence." , "2015" , "Kuppens - Peter" , "Journal of Abnormal Psychology" , "1" , "124" , "186--198" , "American Psychological Association (APA)" , "10.1037/abn0000021" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3689667" , "One for All?" , "2011" , "Brügger - Adrian" , "European Psychologist" , "4" , "16" , "324--333" , "Hogrefe & Huber" , "10.1027/1016-9040/a000032" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3689667" , "One for All?" , "2011" , "Roczen - Nina" , "European Psychologist" , "4" , "16" , "324--333" , "Hogrefe & Huber" , "10.1027/1016-9040/a000032" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224898" , "Emotional granularity and borderline personality disorder." , "2011" , "Suvak - Michael K." , "Journal of Abnormal Psychology" , "2" , "120" , "414--426" , "American Psychological Association (APA)" , "10.1037/a0021808" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224898" , "Emotional granularity and borderline personality disorder." , "2011" , "Litz - Brett T." , "Journal of Abnormal Psychology" , "2" , "120" , "414--426" , "American Psychological Association (APA)" , "10.1037/a0021808" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224898" , "Emotional granularity and borderline personality disorder." , "2011" , "Sloan - Denise M." , "Journal of Abnormal Psychology" , "2" , "120" , "414--426" , "American Psychological Association (APA)" , "10.1037/a0021808" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224898" , "Emotional granularity and borderline personality disorder." , "2011" , "Zanarini - Mary C." , "Journal of Abnormal Psychology" , "2" , "120" , "414--426" , "American Psychological Association (APA)" , "10.1037/a0021808" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224898" , "Emotional granularity and borderline personality disorder." , "2011" , "Barrett - Lisa Feldman" , "Journal of Abnormal Psychology" , "2" , "120" , "414--426" , "American Psychological Association (APA)" , "10.1037/a0021808" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224836" , "Feelings change: Accounting for individual differences in the temporal dynamics of affect." , "2010" , "Kuppens - Peter" , "Journal of Personality and Social Psychology" , "6" , "99" , "1042--1060" , "American Psychological Association (APA)" , "10.1037/a0020962" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224836" , "Feelings change: Accounting for individual differences in the temporal dynamics of affect." , "2010" , "Oravecz - Zita" , "Journal of Personality and Social Psychology" , "6" , "99" , "1042--1060" , "American Psychological Association (APA)" , "10.1037/a0020962" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224836" , "Feelings change: Accounting for individual differences in the temporal dynamics of affect." , "2010" , "Tuerlinckx - Francis" , "Journal of Personality and Social Psychology" , "6" , "99" , "1042--1060" , "American Psychological Association (APA)" , "10.1037/a0020962" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224839" , "Individual differences in core affect variability and their relationship to personality and psychological adjustment." , "2007" , "Kuppens - Peter" , "Emotion" , "2" , "7" , "262--274" , "American Psychological Association (APA)" , "10.1037/1528-3542.7.2.262" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224839" , "Individual differences in core affect variability and their relationship to personality and psychological adjustment." , "2007" , "Van Mechelen - Iven" , "Emotion" , "2" , "7" , "262--274" , "American Psychological Association (APA)" , "10.1037/1528-3542.7.2.262" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224839" , "Individual differences in core affect variability and their relationship to personality and psychological adjustment." , "2007" , "Nezlek - John B." , "Emotion" , "2" , "7" , "262--274" , "American Psychological Association (APA)" , "10.1037/1528-3542.7.2.262" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224839" , "Individual differences in core affect variability and their relationship to personality and psychological adjustment." , "2007" , "Dossche - Dorien" , "Emotion" , "2" , "7" , "262--274" , "American Psychological Association (APA)" , "10.1037/1528-3542.7.2.262" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224839" , "Individual differences in core affect variability and their relationship to personality and psychological adjustment." , "2007" , "Timmermans - Tinneke" , "Emotion" , "2" , "7" , "262--274" , "American Psychological Association (APA)" , "10.1037/1528-3542.7.2.262" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224842" , "The relation between short-term emotion dynamics and psychological well-being: A meta-analysis." , "2015" , "Houben - Marlies" , "Psychological Bulletin" , "4" , "141" , "901--930" , "American Psychological Association (APA)" , "10.1037/a0038822" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224842" , "The relation between short-term emotion dynamics and psychological well-being: A meta-analysis." , "2015" , "Van Den Noortgate - Wim" , "Psychological Bulletin" , "4" , "141" , "901--930" , "American Psychological Association (APA)" , "10.1037/a0038822" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/224842" , "The relation between short-term emotion dynamics and psychological well-being: A meta-analysis." , "2015" , "Kuppens - Peter" , "Psychological Bulletin" , "4" , "141" , "901--930" , "American Psychological Association (APA)" , "10.1037/a0038822" ,
